comment,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
PANTESAN DI SEBUT SDM RENDAH DAN IQ NYA MASIH DI BAWAH RATA2 LAH WONG PEMERINTAH SUDAH BIKIN RAKYATNYA BODOH2 DAN TERBUKTI RAKYAT INDONESIA GAMPANG SEKALI DI KIBULI 😂😂😂😂,PANTESAN DI SEBUT SDM RENDAH DAN IQ NYA MASIH DI BAWAH RATA LAH WONG PEMERINTAH SUDAH BIKIN RAKYATNYA BODOH DAN TERBUKTI RAKYAT INDONESIA GAMPANG SEKALI DI KIBULI ,pantesan di sebut sdm rendah dan iq nya masih di bawah rata lah wong pemerintah sudah bikin rakyatnya bodoh dan terbukti rakyat indonesia gampang sekali di kibuli ,pantesan di sebut sdm rendah dan iq ya masih di bawah rata lah wong pemerintah sudah bikin rakyatnya bodoh dan terbukti rakyat indonesia gampang sekali di kibuli,"['pantesan', 'di', 'sebut', 'sdm', 'rendah', 'dan', 'iq', 'ya', 'masih', 'di', 'bawah', 'rata', 'lah', 'wong', 'pemerintah', 'sudah', 'bikin', 'rakyatnya', 'bodoh', 'dan', 'terbukti', 'rakyat', 'indonesia', 'gampang', 'sekali', 'di', 'kibuli']","['pantesan', 'sdm', 'rendah', 'iq', 'ya', 'pemerintah', 'bikin', 'rakyatnya', 'bodoh', 'terbukti', 'rakyat', 'indonesia', 'gampang', 'kibuli']",pantesan sdm rendah iq ya perintah bikin rakyat bodoh bukti rakyat indonesia gampang kibul
Saya minat karna sy g main bang..😂,Saya minat karna sy g main bang,saya minat karna sy g main bang,saya minat karena saya tidak main abang,"['saya', 'minat', 'karena', 'saya', 'tidak', 'main', 'abang']","['minat', 'main', 'abang']",minat main abang
Bukty yata pemerintah tak mampu melindungi rakyatya...,Bukty yata pemerintah tak mampu melindungi rakyatya,bukty yata pemerintah tak mampu melindungi rakyatya,bukty yata pemerintah tak mampu melindungi rakyatya,"['bukty', 'yata', 'pemerintah', 'tak', 'mampu', 'melindungi', 'rakyatya']","['bukty', 'yata', 'pemerintah', 'melindungi', 'rakyatya']",bukty yata perintah lindung rakyatya
"Bukti nyata paceklik cari pekerjaan susah, kriminal bertambah,",Bukti nyata paceklik cari pekerjaan susah kriminal bertambah,bukti nyata paceklik cari pekerjaan susah kriminal bertambah,bukti nyata paceklik cari pekerjaan susah kriminal bertambah,"['bukti', 'nyata', 'paceklik', 'cari', 'pekerjaan', 'susah', 'kriminal', 'bertambah']","['bukti', 'nyata', 'paceklik', 'cari', 'pekerjaan', 'susah', 'kriminal', 'bertambah']",bukti nyata paceklik cari kerja susah kriminal tambah
Dari pada data di jual oleh komdigi lebih baik kita jual ke aplikasi,Dari pada data di jual oleh komdigi lebih baik kita jual ke aplikasi,dari pada data di jual oleh komdigi lebih baik kita jual ke aplikasi,dari pada data di jual oleh komdigi lebih baik kita jual ke aplikasi,"['dari', 'pada', 'data', 'di', 'jual', 'oleh', 'komdigi', 'lebih', 'baik', 'kita', 'jual', 'ke', 'aplikasi']","['data', 'jual', 'komdigi', 'jual', 'aplikasi']",data jual komdigi jual aplikasi
Kasian rakyat Indonesia,Kasian rakyat Indonesia,kasian rakyat indonesia,kasihan rakyat indonesia,"['kasihan', 'rakyat', 'indonesia']","['kasihan', 'rakyat', 'indonesia']",kasihan rakyat indonesia
"kayaknya bakal jadi penipuan dikemudian hari,fakta nyata klo miskin mudah ditipu,its real😊",kayaknya bakal jadi penipuan dikemudian harifakta nyata klo miskin mudah ditipuits real,kayaknya bakal jadi penipuan dikemudian harifakta nyata klo miskin mudah ditipuits real,kayaknya bakal jadi penipuan dikemudian harifakta nyata kalau miskin mudah ditipuits real,"['kayaknya', 'bakal', 'jadi', 'penipuan', 'dikemudian', 'harifakta', 'nyata', 'kalau', 'miskin', 'mudah', 'ditipuits', 'real']","['kayaknya', 'penipuan', 'dikemudian', 'harifakta', 'nyata', 'miskin', 'mudah', 'ditipuits', 'real']",kayak tipu kemudi harifakta nyata miskin mudah ditipuits real
"Data pribadi 😂😂😂😂😂😂
Pemerintah saja lalai menjaga data pribadi kita.","Data pribadi 
Pemerintah saja lalai menjaga data pribadi kita","data pribadi 
pemerintah saja lalai menjaga data pribadi kita",data pribadi pemerintah saja lalai menjaga data pribadi kita,"['data', 'pribadi', 'pemerintah', 'saja', 'lalai', 'menjaga', 'data', 'pribadi', 'kita']","['data', 'pribadi', 'pemerintah', 'lalai', 'menjaga', 'data', 'pribadi']",data pribadi perintah lalai jaga data pribadi
"Rakyat rela jual data pribadi, pejabat rela jual negara kekayaan pribadi dan keluarganya",Rakyat rela jual data pribadi pejabat rela jual negara kekayaan pribadi dan keluarganya,rakyat rela jual data pribadi pejabat rela jual negara kekayaan pribadi dan keluarganya,rakyat rela jual data pribadi pejabat rela jual negara kekayaan pribadi dan keluarganya,"['rakyat', 'rela', 'jual', 'data', 'pribadi', 'pejabat', 'rela', 'jual', 'negara', 'kekayaan', 'pribadi', 'dan', 'keluarganya']","['rakyat', 'rela', 'jual', 'data', 'pribadi', 'pejabat', 'rela', 'jual', 'negara', 'kekayaan', 'pribadi', 'keluarganya']",rakyat rela jual data pribadi jabat rela jual negara kaya pribadi keluarga
😢😢,,,,[],[],
"Gua bener"" heran di jaman yg skrng ini kok msh gampangan aja gtu terseret org yg menjanjikan atau memberikan suatu keuntungan dengan cara mudah.
Apalagi lu dikasih duit sekian ratus ribu cuma scan mata !
Pemerintah aja klo ngasih bansos kudu ada bencana atau suatu hal yg membuat bantuan itu harus diberikan.
Lah ini ada perusahaan yg mau ngasih lu 800 rb dengan cara scan retina mata !dan lu mengira hal itu mereka lakukan dengan cuma"" ?ngaco otak lu ! Pasti ada suatu keuntungan yg diincar yaa nama'a juga perusahaan pasti butuh duit bos keuntunganlah yg dicari perusahaannya biar bisa jalan itu dia pnya perusahaan!.

Gua faham ,lu butuh duit buat makan .tapi situkan bisa berfikir gtu pake logika lah jaman skrng ngencing aja bayar bos!masa iya ada perusahaan mau ngasih lu 800 rb dengan cara scan retina mata dan tanpa ada timbal balik dari lu yg bisa dimanfaatkan!

Klo ternyata dari scan retina lu dibuat buat hal yg nanti bisa menyusahkan lu gmna? Yg mungkin bisa merugikan lu jauh lebih besar kerugian yg lu terima dibanding 800rb yg lu dapet?

Gini ajadah lu jadiin ini pengingat biar lu sadar gk ada yg cuma"" di jaman skrng ,pejabat ngasih bansos buat pencitraan naikin karir politik'a, youtuber ngasih bansos buat bikin konten ,stasiun tv ngasih bansos buat acara tv,kencing aja bayar bos bayar !...ahh lu masih aja mau dikadalin sama org berduit !
AYO SADAR""...","Gua bener heran di jaman yg skrng ini kok msh gampangan aja gtu terseret org yg menjanjikan atau memberikan suatu keuntungan dengan cara mudah
Apalagi lu dikasih duit sekian ratus ribu cuma scan mata 
Pemerintah aja klo ngasih bansos kudu ada bencana atau suatu hal yg membuat bantuan itu harus diberikan
Lah ini ada perusahaan yg mau ngasih lu  rb dengan cara scan retina mata dan lu mengira hal itu mereka lakukan dengan cuma ngaco otak lu  Pasti ada suatu keuntungan yg diincar yaa namaa juga perusahaan pasti butuh duit bos keuntunganlah yg dicari perusahaannya biar bisa jalan itu dia pnya perusahaan

Gua faham lu butuh duit buat makan tapi situkan bisa berfikir gtu pake logika lah jaman skrng ngencing aja bayar bosmasa iya ada perusahaan mau ngasih lu  rb dengan cara scan retina mata dan tanpa ada timbal balik dari lu yg bisa dimanfaatkan

Klo ternyata dari scan retina lu dibuat buat hal yg nanti bisa menyusahkan lu gmna Yg mungkin bisa merugikan lu jauh lebih besar kerugian yg lu terima dibanding rb yg lu dapet

Gini ajadah lu jadiin ini pengingat biar lu sadar gk ada yg cuma di jaman skrng pejabat ngasih bansos buat pencitraan naikin karir politika youtuber ngasih bansos buat bikin konten stasiun tv ngasih bansos buat acara tvkencing aja bayar bos bayar ahh lu masih aja mau dikadalin sama org berduit 
AYO SADAR","gua bener heran di jaman yg skrng ini kok msh gampangan aja gtu terseret org yg menjanjikan atau memberikan suatu keuntungan dengan cara mudah
apalagi lu dikasih duit sekian ratus ribu cuma scan mata 
pemerintah aja klo ngasih bansos kudu ada bencana atau suatu hal yg membuat bantuan itu harus diberikan
lah ini ada perusahaan yg mau ngasih lu  rb dengan cara scan retina mata dan lu mengira hal itu mereka lakukan dengan cuma ngaco otak lu  pasti ada suatu keuntungan yg diincar yaa namaa juga perusahaan pasti butuh duit bos keuntunganlah yg dicari perusahaannya biar bisa jalan itu dia pnya perusahaan

gua faham lu butuh duit buat makan tapi situkan bisa berfikir gtu pake logika lah jaman skrng ngencing aja bayar bosmasa iya ada perusahaan mau ngasih lu  rb dengan cara scan retina mata dan tanpa ada timbal balik dari lu yg bisa dimanfaatkan

klo ternyata dari scan retina lu dibuat buat hal yg nanti bisa menyusahkan lu gmna yg mungkin bisa merugikan lu jauh lebih besar kerugian yg lu terima dibanding rb yg lu dapet

gini ajadah lu jadiin ini pengingat biar lu sadar gk ada yg cuma di jaman skrng pejabat ngasih bansos buat pencitraan naikin karir politika youtuber ngasih bansos buat bikin konten stasiun tv ngasih bansos buat acara tvkencing aja bayar bos bayar ahh lu masih aja mau dikadalin sama org berduit 
ayo sadar",gua benar heran di jaman yang sekarang ini kok masih gampangan saja begitu terseret orang yang menjanjikan atau memberikan suatu keuntungan dengan cara mudah apalagi kamu dikasih duit sekian ratus ribu cuma scan mata pemerintah saja kalau mengasih bansos kudu ada bencana atau suatu hal yang membuat bantuan itu harus diberikan lah ini ada perusahaan yang mau mengasih kamu ribu dengan cara scan retina mata dan kamu mengira hal itu mereka lakukan dengan cuma mengaco otak kamu pasti ada suatu keuntungan yang diincar ya namaa juga perusahaan pasti butuh duit bos keuntunganlah yang dicari perusahaannya biar bisa jalan itu dia punya perusahaan gua faham kamu butuh duit buat makan tapi situkan bisa berpikir begitu pakai logika lah jaman sekarang ngencing saja bayar bosmasa iya ada perusahaan mau mengasih kamu ribu dengan cara scan retina mata dan tanpa ada timbal balik dari kamu yang bisa dimanfaatkan kalau ternyata dari scan retina kamu dibuat buat hal yang nanti bisa menyusahkan kamu bagaimana yang mungkin bisa merugikan kamu jauh lebih besar kerugian yang kamu terima dibanding ribu yang kamu dapat begini ajadah kamu jadikan ini pengingat biar kamu sadar tidak ada yang cuma di jaman sekarang pejabat mengasih bansos buat pencitraan naikin karir politika youtuber mengasih bansos buat bikin konten stasiun tv mengasih bansos buat acara tvkencing saja bayar bos bayar ah kamu masih saja mau dikadalin sama orang berduit ayo sadar,"['gua', 'benar', 'heran', 'di', 'jaman', 'yang', 'sekarang', 'ini', 'kok', 'masih', 'gampangan', 'saja', 'begitu', 'terseret', 'orang', 'yang', 'menjanjikan', 'atau', 'memberikan', 'suatu', 'keuntungan', 'dengan', 'cara', 'mudah', 'apalagi', 'kamu', 'dikasih', 'duit', 'sekian', 'ratus', 'ribu', 'cuma', 'scan', 'mata', 'pemerintah', 'saja', 'kalau', 'mengasih', 'bansos', 'kudu', 'ada', 'bencana', 'atau', 'suatu', 'hal', 'yang', 'membuat', 'bantuan', 'itu', 'harus', 'diberikan', 'lah', 'ini', 'ada', 'perusahaan', 'yang', 'mau', 'mengasih', 'kamu', 'ribu', 'dengan', 'cara', 'scan', 'retina', 'mata', 'dan', 'kamu', 'mengira', 'hal', 'itu', 'mereka', 'lakukan', 'dengan', 'cuma', 'mengaco', 'otak', 'kamu', 'pasti', 'ada', 'suatu', 'keuntungan', 'yang', 'diincar', 'ya', 'namaa', 'juga', 'perusahaan', 'pasti', 'butuh', 'duit', 'bos', 'keuntunganlah', 'yang', 'dicari', 'perusahaannya', 'biar', 'bisa', 'jalan', 'itu', 'dia', 'punya', 'perusahaan', 'gua', 'faham', 'kamu', 'butuh', 'duit', 'buat', 'makan', 'tapi', 'situkan', 'bisa', 'berpikir', 'begitu', 'pakai', 'logika', 'lah', 'jaman', 'sekarang', 'ngencing', 'saja', 'bayar', 'bosmasa', 'iya', 'ada', 'perusahaan', 'mau', 'mengasih', 'kamu', 'ribu', 'dengan', 'cara', 'scan', 'retina', 'mata', 'dan', 'tanpa', 'ada', 'timbal', 'balik', 'dari', 'kamu', 'yang', 'bisa', 'dimanfaatkan', 'kalau', 'ternyata', 'dari', 'scan', 'retina', 'kamu', 'dibuat', 'buat', 'hal', 'yang', 'nanti', 'bisa', 'menyusahkan', 'kamu', 'bagaimana', 'yang', 'mungkin', 'bisa', 'merugikan', 'kamu', 'jauh', 'lebih', 'besar', 'kerugian', 'yang', 'kamu', 'terima', 'dibanding', 'ribu', 'yang', 'kamu', 'dapat', 'begini', 'ajadah', 'kamu', 'jadikan', 'ini', 'pengingat', 'biar', 'kamu', 'sadar', 'tidak', 'ada', 'yang', 'cuma', 'di', 'jaman', 'sekarang', 'pejabat', 'mengasih', 'bansos', 'buat', 'pencitraan', 'naikin', 'karir', 'politika', 'youtuber', 'mengasih', 'bansos', 'buat', 'bikin', 'konten', 'stasiun', 'tv', 'mengasih', 'bansos', 'buat', 'acara', 'tvkencing', 'saja', 'bayar', 'bos', 'bayar', 'ah', 'kamu', 'masih', 'saja', 'mau', 'dikadalin', 'sama', 'orang', 'berduit', 'ayo', 'sadar']","['gua', 'heran', 'jaman', 'gampangan', 'terseret', 'orang', 'menjanjikan', 'keuntungan', 'mudah', 'dikasih', 'duit', 'sekian', 'ratus', 'ribu', 'scan', 'mata', 'pemerintah', 'mengasih', 'bansos', 'kudu', 'bencana', 'bantuan', 'perusahaan', 'mengasih', 'ribu', 'scan', 'retina', 'mata', 'lakukan', 'mengaco', 'otak', 'keuntungan', 'diincar', 'ya', 'namaa', 'perusahaan', 'butuh', 'duit', 'bos', 'keuntunganlah', 'dicari', 'perusahaannya', 'biar', 'jalan', 'perusahaan', 'gua', 'faham', 'butuh', 'duit', 'makan', 'situkan', 'berpikir', 'pakai', 'logika', 'jaman', 'ngencing', 'bayar', 'bosmasa', 'iya', 'perusahaan', 'mengasih', 'ribu', 'scan', 'retina', 'mata', 'timbal', 'dimanfaatkan', 'scan', 'retina', 'menyusahkan', 'merugikan', 'kerugian', 'terima', 'dibanding', 'ribu', 'ajadah', 'jadikan', 'pengingat', 'biar', 'sadar', 'jaman', 'pejabat', 'mengasih', 'bansos', 'pencitraan', 'naikin', 'karir', 'politika', 'youtuber', 'mengasih', 'bansos', 'bikin', 'konten', 'stasiun', 'tv', 'mengasih', 'bansos', 'acara', 'tvkencing', 'bayar', 'bos', 'bayar', 'ah', 'dikadalin', 'orang', 'berduit', 'ayo', 'sadar']",gua heran jaman gampang seret orang janji untung mudah kasih duit sekian ratus ribu scan mata perintah asih bansos kudu bencana bantu usaha asih ribu scan retina mata laku aco otak untung incar ya namaa usaha butuh duit bos untung cari usaha biar jalan usaha gua faham butuh duit makan situ pikir pakai logika jaman ngencing bayar bosmasa iya usaha asih ribu scan retina mata timbal manfaat scan retina susah rugi rugi terima banding ribu ajadah jadi ingat biar sadar jaman jabat asih bansos citra naikin karir politika youtuber asih bansos bikin konten stasiun tv asih bansos acara tvkencing bayar bos bayar ah dikadalin orang duit ayo sadar
Kenapa baru sekarang kan itu sudah ada sebelum Corona,Kenapa baru sekarang kan itu sudah ada sebelum Corona,kenapa baru sekarang kan itu sudah ada sebelum corona,kenapa baru sekarang kan itu sudah ada sebelum corona,"['kenapa', 'baru', 'sekarang', 'kan', 'itu', 'sudah', 'ada', 'sebelum', 'corona']",['corona'],corona
"emg bener apa kata world bank, cuma si keluarga mulyono tai bikin data palsu seakan akan negara baik2 aja pdhal mah kemiskinan udh parah",emg bener apa kata world bank cuma si keluarga mulyono tai bikin data palsu seakan akan negara baik aja pdhal mah kemiskinan udh parah,emg bener apa kata world bank cuma si keluarga mulyono tai bikin data palsu seakan akan negara baik aja pdhal mah kemiskinan udh parah,memang benar apa kata world bank cuma sih keluarga mulyono tahi bikin data palsu seakan akan negara baik saja padahal mah kemiskinan sudah parah,"['memang', 'benar', 'apa', 'kata', 'world', 'bank', 'cuma', 'sih', 'keluarga', 'mulyono', 'tahi', 'bikin', 'data', 'palsu', 'seakan', 'akan', 'negara', 'baik', 'saja', 'padahal', 'mah', 'kemiskinan', 'sudah', 'parah']","['world', 'bank', 'sih', 'keluarga', 'mulyono', 'tahi', 'bikin', 'data', 'palsu', 'seakan', 'negara', 'mah', 'kemiskinan', 'parah']",world bank sih keluarga mulyono tahi bikin data palsu akan negara mah miskin parah
Pakar jelasinnya kayak anak SD Yang kurang paham teknologi,Pakar jelasinnya kayak anak SD Yang kurang paham teknologi,pakar jelasinnya kayak anak sd yang kurang paham teknologi,pakar jelasinnya kayak anak sd yang kurang paham teknologi,"['pakar', 'jelasinnya', 'kayak', 'anak', 'sd', 'yang', 'kurang', 'paham', 'teknologi']","['pakar', 'jelasinnya', 'kayak', 'anak', 'sd', 'paham', 'teknologi']",pakar jelasinnya kayak anak sd paham teknologi
"Kalau menurut gue. Orang orang yg oakai aplikasi world coin ini Ya Sah sah saja. Itu hak asasi mereka , selama ngak ganggu orang dan selama mereka senang ya silahkan. Urusan nanti data mereka Jebol ya pasti mereka udh tau konsekwensinya. Yg daftar kan ribuan orang , ya diantara Ribuan Orang itu bisa jadi ada korban phk, Atau yg sudah melamar pekerjaan blm dpt. Utk kebutuhan hidup walaupun nilai nya ngak sebety. Tapi di mata mereka itu besar. Belim tentu Pemerintah ngasih bantuan. Ini malah di tutup. 😅",Kalau menurut gue Orang orang yg oakai aplikasi world coin ini Ya Sah sah saja Itu hak asasi mereka  selama ngak ganggu orang dan selama mereka senang ya silahkan Urusan nanti data mereka Jebol ya pasti mereka udh tau konsekwensinya Yg daftar kan ribuan orang  ya diantara Ribuan Orang itu bisa jadi ada korban phk Atau yg sudah melamar pekerjaan blm dpt Utk kebutuhan hidup walaupun nilai nya ngak sebety Tapi di mata mereka itu besar Belim tentu Pemerintah ngasih bantuan Ini malah di tutup ,kalau menurut gue orang orang yg oakai aplikasi world coin ini ya sah sah saja itu hak asasi mereka  selama ngak ganggu orang dan selama mereka senang ya silahkan urusan nanti data mereka jebol ya pasti mereka udh tau konsekwensinya yg daftar kan ribuan orang  ya diantara ribuan orang itu bisa jadi ada korban phk atau yg sudah melamar pekerjaan blm dpt utk kebutuhan hidup walaupun nilai nya ngak sebety tapi di mata mereka itu besar belim tentu pemerintah ngasih bantuan ini malah di tutup ,kalau menurut gue orang orang yang oakai aplikasi world coin ini ya sah sah saja itu hak asasi mereka selama tidak ganggu orang dan selama mereka senang ya silakan urusan nanti data mereka jebol ya pasti mereka sudah tau konsekwensinya yang daftar kan ribuan orang ya diantara ribuan orang itu bisa jadi ada korban phk atau yang sudah melamar pekerjaan belum dapat untuk kebutuhan hidup walaupun nilai ya tidak sebety tapi di mata mereka itu besar belim tentu pemerintah mengasih bantuan ini malah di tutup,"['kalau', 'menurut', 'gue', 'orang', 'orang', 'yang', 'oakai', 'aplikasi', 'world', 'coin', 'ini', 'ya', 'sah', 'sah', 'saja', 'itu', 'hak', 'asasi', 'mereka', 'selama', 'tidak', 'ganggu', 'orang', 'dan', 'selama', 'mereka', 'senang', 'ya', 'silakan', 'urusan', 'nanti', 'data', 'mereka', 'jebol', 'ya', 'pasti', 'mereka', 'sudah', 'tau', 'konsekwensinya', 'yang', 'daftar', 'kan', 'ribuan', 'orang', 'ya', 'diantara', 'ribuan', 'orang', 'itu', 'bisa', 'jadi', 'ada', 'korban', 'phk', 'atau', 'yang', 'sudah', 'melamar', 'pekerjaan', 'belum', 'dapat', 'untuk', 'kebutuhan', 'hidup', 'walaupun', 'nilai', 'ya', 'tidak', 'sebety', 'tapi', 'di', 'mata', 'mereka', 'itu', 'besar', 'belim', 'tentu', 'pemerintah', 'mengasih', 'bantuan', 'ini', 'malah', 'di', 'tutup']","['gue', 'orang', 'orang', 'oakai', 'aplikasi', 'world', 'coin', 'ya', 'sah', 'sah', 'hak', 'asasi', 'ganggu', 'orang', 'senang', 'ya', 'silakan', 'urusan', 'data', 'jebol', 'ya', 'tau', 'konsekwensinya', 'daftar', 'ribuan', 'orang', 'ya', 'ribuan', 'orang', 'korban', 'phk', 'melamar', 'pekerjaan', 'kebutuhan', 'hidup', 'nilai', 'ya', 'sebety', 'mata', 'belim', 'pemerintah', 'mengasih', 'bantuan', 'tutup']",gue orang orang oakai aplikasi world coin ya sah sah hak asasi ganggu orang senang ya sila urus data jebol ya tau konsekwensinya daftar ribu orang ya ribu orang korban phk lamar kerja butuh hidup nilai ya sebety mata belim perintah asih bantu tutup
